_pageUrl,title,year,text,people,tags,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Black Mask,-1996,A survivor of a supersoldier project must fight his former comrades as a masked hero.,Dir: Daniel Lee With: Jet Li Ching Wan Lau Karen Mok,Action , Adventure , Comedy , Crime , Sci-Fi , Thriller,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,The Adventures of Robin Hood,(1955 TV Series),A long-running series of adventures featuring Robin of Loxley - Robin Hood - and his group of Sherwood-Forest-based freedom fighters...,With: Richard Greene Victor Woolf Archie Duncan,Action , Adventure , Family,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Darkest Day,-2015,Dan wakes up on a beach with no memory. He discovers an empty city ravaged by a deadly virus. After...,Dir: Dan Rickard With: Dan Rickard Chris Wandell Samantha Bolter,Action , Adventure , Horror,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Warlords of the Deep,-1978,Searching for the lost world of Atlantis Prof. Aitken his son Charles and Greg Collinson are betrayed by the crew of their expedition's ship...,Dir: Kevin Connor With: Doug McClure Peter Gilmore Shane Rimmer,Fantasy , Adventure , Sci-Fi,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Hell Below Zero,-1954,Duncan Craig signs on a whaling ship partly because his own business deal has fallen through partly to help Judie Nordhall find her father...,Dir: Mark Robson With: Alan Ladd Joan Tetzel Basil Sydney,Action , Adventure , Drama , Romance,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Mobile Suit Gundam Wing,(2000 TV Series),A squadron of giant robot pilots of a beleaguered Earth colony bring the war to their oppressive home planet.,With: Tony Alcantar Jim Byrnes Jessie Cody,Animation , Action , Adventure , Drama , Romance , Sci-Fi,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Born Free,-1966,Married couple George Adamson and Joy Adamson have longed lived in northern Kenya for George's work as the senior game warden of the region...,Dir: James Hill With: Virginia McKenna Bill Travers Geoffrey Keen,Adventure , Drama , Family,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Prey,-2007,An American family on holiday in Africa becomes lost in a game reserve and stalked by lions.,Dir: Darrell Roodt With: Bridget Moynahan Peter Weller Carly Schroeder,Adventure , Horror , Thriller,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Minor Details,-2009,A mystery's brewing at a boarding school high school and four best friends try to find out who it is.,Dir: John Lyde With: Kelsey Edwards Caitlin E.J. Meyer Danielle Chuchran,Adventure , Family , Mystery,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Astrid Silverlock,-2017,,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Plunkett & Macleane,-1999,Will Plunkett and Captain James Macleane two men from different ends of the social spectrum in 18th-century England...,Dir: Jake Scott With: Robert Carlyle Jonny Lee Miller Iain Robertson,Action , Adventure , Crime , Drama,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,The Mountain of the Cannibal God,-1978,A girl and her brother fly to New Guinea to look for a lost expedition led by her husband which has vanished in the great jungle.,Dir: Sergio Martino With: Ursula Andress Stacy Keach Claudio Cassinelli,Adventure , Horror,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Antboy: Revenge of the Red Fury,-2014,A superhero called Antboy fights against evil in his hometown.,Dir: Ask Hasselbalch With: Oscar Dietz Samuel Ting Graf Amalie Kruse Jensen,Adventure , Comedy , Family , Fantasy,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Hawk the Slayer,-1980,With the aid of his companions a man seeks to defeat his evil brother who has taken a nun hostage.,Dir: Terry Marcel With: Jack Palance John Terry Bernard Bresslaw,Adventure , Fantasy,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Amongst Vultures,-1964,Old Surehand and Winnetou investigate the murders of a mother and daughter. The surviving husband believes...,Dir: Alfred Vohrer With: Pierre Brice Götz George Elke Sommer,Western , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Sonic the Hedgehog,(1993 TV Series),In a post-apocalyptic and dystopian future all life has been challenged by oppression and tyranny as the evil Robotnik is on the wake of controlling Mobius.,With: Jaleel White Bradley Pierce Charles Adler,Animation , Action , Adventure , Comedy , Family , Fantasy , Sci-Fi,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Tarzan,(1966 TV Series),Tarzan (Lord Greystoke) already well educated and fed up with civilization returns to the jungle and more-or-less assisted by chimpanzee Cheetah and orphan boy Jai wages war against poachers and other bad guys.,Dir: Alex Nicol With: Ron Ely Manuel Padilla Jr. Rockne Tarkington,Action , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Bloodlines,(2015 TV Series),Thousands of years have passed and the existence of vampires has turned to myth along with it the legendary vampire hunter Abraham Van Helsing long forgotten. Until now...,With: Dylan Ramsey Tim Loden Jason Tobias,Adventure , Drama , Fantasy , Horror,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Rugrats in Paris: The Movie,-2000,The Rugrats travel to Paris France where Chuckie hopes to find a new mother and keep his father from marrying an evil business woman.,Dir: Stig Bergqvist Paul Demeyer With: Christine Cavanaugh Elizabeth Daily Cheryl Chase,Animation , Adventure , Comedy , Family , Romance,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Enchanted 2,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Avengers: United They Stand,(1999 TV Series),The adventures of the Marvel Comics Universe's greatest general membership superhero team.,With: Linda Ballantyne Tony Daniels Ron Rubin,Animation , Action , Adventure , Sci-Fi,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,El chavo animado,(2006 TV Series),The Animated Show based on the polular hit Mexico Show El Chavo del Ocho.,With: Jesus Guzman Erica Edwards Mario Castañeda Partido,Animation , Adventure , Comedy , Drama , Family , Fantasy,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Warrior's Gate,-2015,A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.,Dir: Matthias Hoene With: Dave Bautista Sienna Guillory Uriah Shelton,Action , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Treasure Island,-1972,Young Jim Hawkins has an unforgettable encounter with pirate Captain Long John Silver and his murderous mates.,Dir: Andrea Bianchi John Hough With: Orson Welles Kim Burfield Lionel Stander,Adventure , Family,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Never Cry Wolf,-1983,"A government researcher sent to research the ""menace"" of wolves in the north learns about the true beneficial and positive nature of the species.",Dir: Carroll Ballard With: Charles Martin Smith Brian Dennehy Zachary Ittimangnaq,Adventure , Drama,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,A World Away,-2015,Six kids take a trip to the Grand Canyon but instead find themselves in a whole other world.,Dir: Mark Blanchard With: Rowan Blanchard Nadine Velazquez Mary Lynn Rajskub,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Pirates,-1986,The adventures of pirate Captain Red and his first mate Frog.,Dir: Roman Polanski With: Walter Matthau Cris Campion Damien Thomas,Adventure , Comedy , Family,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Crusoe,(2008 TV Series),Based on the novel written in 1719 this is said to be an action-packed period drama set in the 17th century...,With: Sam Neill Philip Winchester Tongayi Chirisa,Adventure , Drama,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,The Order,-2001,Van Damme plays Rudy whose father Oscar is an archaeologist. His father goes to Israel. When his father disappears...,Dir: Sheldon Lettich With: Jean-Claude Van Damme Sofia Milos Charlton Heston,Action , Adventure , Comedy,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Aaron Stone,(2009 TV Series),Sixteen-year old Charlie Landers is a legend in the online video game world. Via his avatar Aaron Stone...,Dir: Erik Canuel With: Tania Gunadi Kelly Blatz David Lambert,Adventure , Family , Sci-Fi,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Bear Grylls: Mission Survive,(2015 TV Series),Eight celebrities embark on a 12-day expedition in the rainforest of Costa Rica where they must learn to navigate difficult terrain...,With: Bear Grylls Kelly Holmes Jamelia,Adventure,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=1901&title_type=featuretv_seriestv_movie,Shanghai Express,-1932,A loose woman rediscovers a former lover during a dangerous train ride to Shanghai.,Dir: Josef von Sternberg With: Marlene Dietrich Clive Brook Anna May Wong,Adventure , Drama , Romance,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Flash Gordon,-1936,Three earthlings visit the planet Mongo to thwart the evil schemes of Emperor Ming the Merciless.,Dir: Frederick Stephani With: Buster Crabbe Jean Rogers Charles Middleton,Action , Adventure , Sci-Fi,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Fullmetal Alchemist: The Sacred Star of Milos,-2011,In the lost holy land of Milos the Elrics search for the truth behind an unknown form of alchemy. What secrets are hidden in Milos? Riddles must be solved and dangers faced before the truth can be found.,Dir: Kazuya Murata With: Vic Mignogna Maxey Whitehead Alexis Tipton,Animation , Action , Adventure , Fantasy , Sci-Fi,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Mythica: The Necromancer,-2015,Marek tracks down the Necromance for a final showdown for the Darkspore.,Dir: A. Todd Smith With: Melanie Stone Adam Johnson Jake Stormoen,Action , Adventure , Fantasy,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Return from Witch Mountain,-1978,Tia and her brother Tony have supernatural powers can communicate and move things with the power of their mind alone...,Dir: John Hough With: Bette Davis Christopher Lee Kim Richards,Family , Adventure , Sci-Fi , Fantasy,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Comancheros,-1961,Texas Ranger Jake Cutter arrests gambler Paul Regret but soon finds himself teamed with his prisoner in an undercover effort to defeat a band of renegade arms merchants and thieves known as Comancheros.,Dir: Michael Curtiz With: John Wayne Stuart Whitman Ina Balin,Action , Western , Adventure , Romance,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Morgan Kane,-2016,On the wild frontiers of the Old West lightning fast gunslinger Morgan Kane narrowly escapes death...,With: Kristoffer Joner Ryan Wiik,Action , Adventure , Western,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Static Shock,(2000 TV Series),In the city of Dakota a teenage boy with electricity based powers with the help of his inventive friend fights crime as a superhero.,With: Phil LaMarr Jason Marsden Kevin Michael Richardson,Animation , Action , Adventure , Family , Sci-Fi,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Incredible Journey,-1963,The story of three pets a cat and two dogs who lose their owners when they are all on vacation. Can they find their way home?,Dir: Fletcher Markle With: Émile Genest John Drainie Tommy Tweed,Adventure , Drama , Family,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Double Double Toil and Trouble,(1993 TV Movie),The Farmer family is in big debts; they might lose their house soon. The seven year old Farmer twins...,Dir: Stuart Margolin With: Mary-Kate Olsen Ashley Olsen Cloris Leachman,Adventure , Comedy , Family , Fantasy , Horror,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Paranormalcy,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,From A to B,-2014,Three estranged childhood friends (Omar Ramy Jay) travel on a road trip from Abu Dhabi to Beirut in memory of their lost friend. If what happens en route doesn't make them crazy it might just bring them closer.,Dir: Ali F. Mostafa With: Fahad Albutairi Shadi Alfons Fadi Rifaai,Adventure , Comedy , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Were the World Mine,-2008,"A bullied and demoralized gay student at an all-boys school uses a magical flower derived from Shakespeare's ""A Midsummer Night's Dream' to turn many in his community gay including a comely rugby player for himself.",Dir: Tom Gustafson With: Tanner Cohen Wendy Robie Judy McLane,Adventure , Comedy , Fantasy , Musical , Romance,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Adventures of Rin Tin Tin,(1954 TV Series),Rusty was orphaned in an Indian raid. He and his dog Rin Tin Tin were adopted by the troops at Fort Apache in Arizona and helped establish law and order in and around Mesa Grande.,With: Lee Aaker James Brown Rin Tin Tin II,Adventure , Family , Western,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,A Viking Saga: The Darkest Day,-2013,Inspired by true events. Cast into a violent and bloody world of murder Hereward a novice monk must deliver the Holy Gospel of Lindisfarne...,Dir: Chris Crow With: Gareth John Bale Ian Dicks Richard Elfyn,Action , Adventure , Thriller,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,G.I. Joe,(1985 TV Series),An elite special missions force fights against the terrorist forces of Cobra.,With: Jackson Beck Chris Latta Michael Bell,Animation , Action , Adventure , War,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Crocodile Hunter: Collision Course,-2002,The Crocodile Hunter mistakes some CIA agents for poachers and sets out to stop them from capturing a wily croc which unbeknownst to him has swallowed a tracking drone.,Dir: John Stainton With: Steve Irwin Terri Irwin Magda Szubanski,Action , Adventure , Comedy , Family,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,My Little Pony,-2017,The plot is unknown.,Dir: Jayson Thiessen With: Kristin Chenoweth Tara Strong Ashleigh Ball,Animation , Adventure , Comedy , Family , Musical,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Lassie Come Home,-1943,After her destitute family is forced to sell her a collie named Lassie escapes from her new owner and begins the long trek from Scotland to her Yorkshire home.,Dir: Fred M. Wilcox With: Roddy McDowall Donald Crisp Dame May Whitty,Adventure , Family,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Skippy,(1967 TV Series),Sonny and his kangaroo Skippy live in Waratah National Park in New South Wales. Matt Hammond Sonny's father is the park ranger. Skippy saves the day in many adventures.,With: Ed Devereaux Tony Bonner Ken James,Adventure , Family,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Unnatural History,(2010 TV Series),A young man is sent to live with his uncle and cousin in Washington DC by his anthropologist parents. In the process he must use the skills he learned around the world in order to solve various crimes and conspiracies.,With: Kevin G. Schmidt Jordan Gavaris Italia Ricci,Action , Adventure , Drama , Fantasy , History , Mystery , Sci-Fi,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Roughnecks: The Starship Troopers Chronicles,(1999 TV Series),The missions of a Mobile Infantry squad as they participate in a war of survival against a ferocious alien insectoid invader.,With: Nicholas Guest James Horan Alexander Polinsky,Sci-Fi , Animation , Action , Adventure,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Naruto,-2017,,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Mysteries of Pittsburgh,-2008,Based on Michael Chabon's novel the film chronicles the defining summer of a recent college graduate who crosses his gangster father and explores love sexuality and the enigmas surrounding his life and his city.,Dir: Rawson Marshall Thurber With: Jon Foster Peter Sarsgaard Sienna Miller,Adventure , Comedy , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,SAF3,(2013 TV Series),"The series follows Southern California's elite rescue task force SAF3 (pronouced ""safe"")  consists of the cream-of-the-crop from the sea...",With: Texas Battle Katie Meehan Karl Thaning,Adventure , Comedy , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Hirokin: The Last Samurai,-2012,A reluctant samurai with a dark past sets off on a mission to fulfill his destiny.,Dir: Alejo Mo-Sun With: Wes Bentley Jessica Szohr Angus Macfadyen,Action , Adventure , Drama , Fantasy , Sci-Fi,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Doc Savage: The Man of Bronze,-1975,"Doc and the Amazing Five battle Captain Seas and ""the green death"" for control of a fabulous resource.",Dir: Michael Anderson With: Ron Ely Paul Gleason William Lucking,Action , Adventure , Comedy , Crime , Fantasy,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Josh and S.A.M.,-1993,Josh and Sam are two brothers facing change their mother is about to marry a French accountant and...,Dir: Billy Weber With: Jacob Tierney Noah Fleiss Martha Plimpton,Adventure , Comedy , Drama,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Mr. Toad's Wild Ride,-1996,Mole's underground home is bought by the Weasels from wealthy landowner Mr. Toad and Mole is thrown out...,Dir: Terry Jones With: Steve Coogan Eric Idle Terry Jones,Adventure , Comedy , Family , Fantasy , Musical,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Halls of Montezuma,-1950,A company of Marines races against the clock to find a Japanese rocket base.,Dir: Lewis Milestone With: Richard Widmark Jack Palance Reginald Gardiner,Adventure , War , Drama , Action,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Enemy Below,-1957,During World War II an American destroyer meets a German U-Boat. Both captains are good ones and the engagement lasts for a considerable time.,Dir: Dick Powell With: Robert Mitchum Curd Jürgens David Hedison,Action , Adventure , Drama , Thriller , War,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,1906,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Wendy Wu: Homecoming Warrior,(2006 TV Movie),A Californian teenager learns that she is the reincarnation of a legendary female warrior destined to protect the world.,Dir: John Laing With: Brenda Song Shin Koyamada Susan Chuang,Action , Adventure , Family,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Naked Jungle,-1954,The Leiningen South American cocoa plantation is threatened by a 2-mile-wide 20-mile-long column of army ants.,Dir: Byron Haskin With: Charlton Heston Eleanor Parker Abraham Sofaer,Adventure , Drama , Thriller,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Phineas and Ferb,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Hellfighters,-1968,The story of macho oil well firefighters and their wives.,Dir: Andrew V. McLaglen With: John Wayne Katharine Ross Jim Hutton,Action , Adventure , Drama , Romance,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Inspector Gadget,(2015 TV Series),When Dr. Claw returns Inspector Gadget is brought out of retirement to defeat him again now with Penny and Brain's open participation.,With: Ivan Sherry Martin Roach Scott McCord,Animation , Action , Adventure , Comedy,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Starcrash,-1978,An outlaw smuggler and her alien companion are recruited by the Emperor of the Galaxy to rescue his son and destroy a secret weapon by the evil Count Zarth Arn.,Dir: Luigi Cozzi With: Marjoe Gortner Caroline Munro Christopher Plummer,Action , Adventure , Fantasy , Sci-Fi,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Mountain Men,-1980,A pair of grizzled frontiersmen fight Indians guzzle liquor and steal squaws in their search for a legendary valley 'so full of beaver that they jump right into your traps' in this fanciful adventure.,Dir: Richard Lang With: Charlton Heston Brian Keith Victoria Racimo,Adventure , Western,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Benji,-1974,A stray dog saves two kidnapped children.,Dir: Joe Camp With: Peter Breck Deborah Walley Patsy Garrett,Adventure , Family , Romance,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,She,-1965,An Edwardian archaeologist and two companions stumble upon a lost city in East Africa run by a beautiful queen whose love holds the promise of immortality.,Dir: Robert Day With: Ursula Andress Peter Cushing Bernard Cribbins,Adventure , Fantasy,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Famous Jett Jackson,(1998 TV Series),After having spent years in California working as the TV action hero Silverstone Jett Jackson decides to move the show to his hometown in hopes of pursuing a more normal life.,Dir: Anthony Browne Milan Cheylov With: Lee Thompson Young Kerry Duff Ryan Sommers Baum,Action , Adventure , Comedy , Drama , Family,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Castaway,-1986,Middle-aged Gerald Kingsland advertises in a London paper for a female companion to spend a year with him on a desert island...,Dir: Nicolas Roeg With: Oliver Reed Amanda Donohoe Georgina Hale,Adventure , Drama,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Death Note,-2006,A battle between the world's 2 greatest minds begins when Light Yagami finds the Death Note a notebook with the power to kill and decides to rid the world of criminals.,Dir: Shûsuke Kaneko With: Tatsuya Fujiwara Ken'ichi Matsuyama Asaka Seto,Adventure , Crime , Drama , Fantasy , Mystery , Thriller,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,A Fish Tale,-2000,Three children accidentally get turned into fish after drinking a potion made by an eccentric scientist. The kids end up in the sea with one problem. They must find and drink the antidote within 48 hours or forever remain as fish.,Dir: Stefan Fjeldmark Michael Hegner With: Nis Bank-Mikkelsen Alan Rickman Terry Jones,Animation , Adventure , Comedy , Drama , Family , Fantasy , Sci-Fi,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,The Odyssey,(????),,,,,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Special Agent Oso,(2009 TV Series),A kids' show centered around a special agent-in-training needs the help of viewers at home in order to complete his missions.,With: Meghan Strange Gary Anthony Williams Sean Astin,Adventure , Family , Mystery,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,April and the Extraordinary World,-2015,1941. France asleep in the nineteenth century governed by steam and Napoleon V where scientists vanish mysteriously. Avril (Marion Cotillard) a teenage girl goes in search of her missing scientist parents.,Dir: Christian Desmares Franck Ekinci With: Marion Cotillard Benoît Brière Anne Coesens,Animation , Adventure , Comedy , Mystery , Thriller,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Operation Dumbo Drop,-1995,To keep the loyalty of a village during the Vietnam war a U.S. Army officer and his unit struggle to deliver it a live elephant.,Dir: Simon Wincer With: Danny Glover Ray Liotta Denis Leary,Action , Adventure , Comedy , Drama , Family , War,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Apocalypse Pompeii,-2014,Mount Vesuvius erupts when a family visits Pompeii. The daughter uses her skill and her father his ability in order to escape the disaster.,Dir: Ben Demaree With: Adrian Paul Jhey Castles Georgina Beedle,Action , Adventure,,,,,,,,,
http://www.imdb.com/search/title?at=0&genres=adventure&sort=moviemeterasc&start=2001&title_type=featuretv_seriestv_movie,Khartoum,-1966,After an Egyptian army commanded by British officers is destroyed in a battle in the Sudan in the 1880's...,Dir: Basil Dearden Eliot Elisofon With: Charlton Heston Laurence Olivier Richard Johnson,Action , Adventure , Drama , History , War,,,,,,
